x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,139-69-19,139-69-19,139-69-19,x,x,x,x,x,x,x,x,x,205-133-63,139-69-19,139-69-19,x,x,x,x,x,x,x
x,x,x,x,x,x,x,139-69-19,205-133-63,205-133-63,139-69-19,205-133-63,x,x,x,x,x,x,x,139-69-19,205-133-63,205-133-63,x,x,x,x,x,x,x,x
x,x,x,x,x,x,139-69-19,205-133-63,205-133-63,x,x,205-133-63,x,x,x,x,x,x,139-69-19,205-133-63,205-133-63,205-133-63,x,x,x,x,x,x,x,x
x,x,x,x,x,139-69-19,205-133-63,x,205-133-63,139-69-19,x,139-69-19,x,x,x,139-69-19,x,139-69-19,139-69-19,205-133-63,x,205-133-63,205-133-63,205-133-63,x,x,x,x,x,x
x,x,x,x,139-69-19,205-133-63,x,x,139-69-19,205-133-63,x,139-69-19,x,x,x,x,139-69-19,x,205-133-63,205-133-63,x,205-133-63,139-69-19,139-69-19,205-133-63,x,x,x,x,x
x,x,x,139-69-19,205-133-63,x,205-133-63,x,139-69-19,205-133-63,x,139-69-19,x,x,139-69-19,x,139-69-19,x,139-69-19,205-133-63,x,205-133-63,139-69-19,139-69-19,205-133-63,x,x,x,x,x
x,x,x,x,205-133-63,205-133-63,139-69-19,139-69-19,139-69-19,205-133-63,x,139-69-19,x,x,139-69-19,x,139-69-19,x,139-69-19,205-133-63,x,205-133-63,139-69-19,139-69-19,205-133-63,x,x,x,x,x
x,x,x,x,x,x,139-69-19,x,139-69-19,205-133-63,x,139-69-19,x,x,139-69-19,x,139-69-19,x,139-69-19,205-133-63,x,205-133-63,139-69-19,139-69-19,205-133-63,x,x,x,x,x
x,x,x,x,x,x,x,x,139-69-19,205-133-63,x,205-133-63,x,x,139-69-19,x,139-69-19,x,139-69-19,205-133-63,x,205-133-63,139-69-19,139-69-19,139-69-19,139-69-19,x,x,x,x
x,x,x,x,x,x,139-69-19,x,139-69-19,205-133-63,x,205-133-63,x,x,139-69-19,x,139-69-19,x,139-69-19,205-133-63,x,205-133-63,139-69-19,x,x,x,x,x,x,x
x,x,x,x,x,139-69-19,x,x,139-69-19,205-133-63,x,205-133-63,x,x,139-69-19,x,139-69-19,x,139-69-19,205-133-63,x,205-133-63,139-69-19,x,x,x,x,x,x,x
x,x,x,x,x,139-69-19,x,x,139-69-19,205-133-63,x,139-69-19,x,x,139-69-19,x,139-69-19,x,139-69-19,205-133-63,x,205-133-63,139-69-19,x,x,x,x,x,x,x
x,x,x,x,x,139-69-19,x,x,139-69-19,205-133-63,x,139-69-19,x,x,139-69-19,x,139-69-19,x,x,205-133-63,x,205-133-63,139-69-19,x,x,x,x,x,x,x
x,x,x,x,x,139-69-19,x,x,139-69-19,139-69-19,139-69-19,139-69-19,x,x,139-69-19,x,x,x,x,139-69-19,139-69-19,139-69-19,139-69-19,x,x,x,x,x,x,x
x,x,x,x,x,139-69-19,x,x,x,139-69-19,139-69-19,205-133-63,x,x,139-69-19,x,x,x,x,x,x,139-69-19,139-69-19,x,x,x,x,x,x,x
x,x,x,x,x,139-69-19,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
