x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,240-230-140,x,x,240-230-140,x,x,x,x,x,x,x,x,x,240-230-140,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,240-230-140,240-230-140,x,x,240-230-140,x,240-230-140,x,x,x,x,x,x,x,240-230-140,x,x,x,x,x,x,x,x,x
x,x,x,x,x,240-230-140,x,240-230-140,x,x,240-230-140,x,240-230-140,x,x,x,x,x,x,x,240-230-140,x,x,x,x,240-230-140,x,x,x,x
x,x,x,x,x,x,x,x,x,x,240-230-140,x,240-230-140,x,x,x,x,x,x,x,240-230-140,x,x,x,x,240-230-140,x,x,x,x
x,x,x,x,x,x,x,x,x,x,240-230-140,x,240-230-140,x,x,x,x,x,x,x,240-230-140,x,x,x,x,240-230-140,x,x,x,x
x,x,x,x,x,x,x,x,x,x,240-230-140,x,240-230-140,x,x,x,x,x,x,x,240-230-140,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,240-230-140,x,240-230-140,x,x,x,x,x,x,x,240-230-140,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,240-230-140,x,240-230-140,x,x,x,x,x,x,x,240-230-140,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,240-230-140,x,240-230-140,x,x,x,x,x,x,x,240-230-140,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,240-230-140,x,x,x,x,x,x,x,x,x,240-230-140,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
